townkey1849;city;Cityname;population;kreiskey1849;district;region;Gründung;Jahr;Gesamt;Turnfreunde;Turner_1420;Turner_20;Turner;Beruf_Handwerk;Beruf_Gelehrte;Beruf_Kaufleute;Check_Gesamt;Check_Beruf;Check_Alter
;Siegburg;Siegburg;3500;;Regierungsbezirk Köln;52;14.07.1862;1862;80;30;8;42;50;26;19;35;0;0;0
;Aachen;Aachen;61921;;Regierungsbezirk Aachen;53;28.06.1860;1860;227;70;19;138;157;20;33;174;0;0;0
;Aachen;Aachen;61921;;Regierungsbezirk Aachen;53;13.01.1861;1861;60;3;2;55;57;9;9;42;0;0;0
;Aachen;Aachen;61921;;Regierungsbezirk Aachen;53;18.11.1863;1863;56;3;30;23;53;52;2;2;0;0;0
;Düren;Dueren;10000;;Regierungsbezirk Aachen;53;14.06.1847;1847;94;36;6;52;58;22;13;59;0;0;0
;Erkelenz;Erkelenz;2170;;Regierungsbezirk Aachen;53;8.07.1860;1860;71;45;0;26;26;37;4;30;0;0;0
;Eupen;Eupen;13630;;Regierungsbezirk Aachen;53;20.07.1861;1861;92;45;2;45;47;7;11;74;0;0;0
;Haaren;Haaren;1800;;Regierungsbezirk Aachen;53;1.03.1863;1863;31;13;3;15;18;23;4;4;0;0;0
;Stolberg;Stolberg;9000;;Regierungsbezirk Aachen;53;1.06.1862;1862;65;40;9;16;25;27;15;23;0;0;0
;Adenau;Adenau;1435;;Regierungsbezirk Koblenz;54;11.05.1862;1862;56;42;4;10;14;20;23;13;0;0;0
;Altenkirchen;Altenkirchen;1700;;Regierungsbezirk Koblenz;54;8.06.1860;1860;36;8;2;26;28;4;12;20;0;0;0
;Bendorf;Bendorf;3000;;Regierungsbezirk Koblenz;54;1.01.1861;1861;66;28;26;12;38;30;8;28;0;0;0
;Koblenz;Koblenz;23000;;Regierungsbezirk Koblenz;54;6.05.1860;1860;80;26;22;32;54;18;4;58;0;0;0
;Neuwied;Neuwied;8000;;Regierungsbezirk Koblenz;54;1.07.1860;1860;80;30;20;30;50;59;10;11;0;0;0
;Burgsteinfurt;Burgsteinfurt;3142;;Regierungsbezirk Münster;55;18.06.1862;1862;69;37;3;29;32;16;21;32;0;0;0
;Ibbenbüren;Ibbenbueren;3000;;Regierungsbezirk Münster;55;24.04.1862;1862;58;31;2;25;27;28;9;21;0;0;0
;Münster;Muenster;26000;;Regierungsbezirk Münster;55;1.08.1862;1862;181;99;52;30;82;33;27;121;0;0;0
;Recklinghausen;Recklinghausen;5000;;Regierungsbezirk Münster;55;16.03.1863;1863;51;32;0;19;19;26;6;19;0;0;0
;Bielefeld;Bielefeld;15855;;Regierungsbezirk Minden;56;18.10.1859;1859;272;127;39;106;145;114;27;131;0;0;0
;Bünde;Buende;1900;;Regierungsbezirk Minden;56;6.05.1863;1863;118;54;16;48;64;33;11;74;0;0;0
;Gütersloh;Guetersloh;4000;;Regierungsbezirk Minden;56;17.08.1862;1862;70;40;10;20;30;15;0;55;0;0;0
;Herford;Herford;10800;;Regierungsbezirk Minden;56;1.02.1861;1861;60;12;10;38;48;19;21;20;0;0;0
;Herford;Herford;10800;;Regierungsbezirk Minden;56;1.10.1864;1864;70;20;15;35;50;50;0;20;0;0;0
;Höxter;Hoexter;5000;;Regierungsbezirk Minden;56;31.01.1864;1864;71;14;8;49;57;33;4;34;0;0;0
;Minden;Minden;13200;;Regierungsbezirk Minden;56;15.08.1860;1860;73;27;0;46;46;1;7;65;0;0;0
;Paderborn;Paderborn;3000;;Regierungsbezirk Minden;56;1.08.1863;1863;86;51;11;24;35;28;4;54;0;0;0
;Rheda;Rheda;2800;;Regierungsbezirk Minden;56;11.08.1861;1861;39;12;0;27;27;31;2;6;0;0;0
;Wiedenbrück;Wiedenbrueck;2800;;Regierungsbezirk Minden;56;11.08.1860;1860;24;2;16;6;22;18;0;6;0;0;0
;Altena;Altena;6000;;Regierungsbezirk Arnsberg;57;22.07.1861;1861;50;20;8;22;30;21;5;24;0;0;0
;Arnsberg;Arnsberg;4600;;Regierungsbezirk Arnsberg;57;26.07.1861;1861;103;77;14;12;26;35;33;35;0;0;0
;Barop;Barop;600;;Regierungsbezirk Arnsberg;57;4.05.1862;1862;42;26;4;12;16;20;8;14;0;0;0
;Bochum;Bochum;11712;;Regierungsbezirk Arnsberg;57;14.06.1860;1860;298;238;10;50;60;105;45;148;0;0;0
;Kamen;Kamen;3500;;Regierungsbezirk Arnsberg;57;23.08.1854;1854;107;56;19;32;51;60;5;42;0;0;0
;Kamen;Kamen;3500;;Regierungsbezirk Arnsberg;57;15.08.1862;1862;52;19;4;29;33;31;0;21;0;0;0
;Dortmund;Dortmund;28000;;Regierungsbezirk Arnsberg;57;19.07.1862;1862;386;253;48;85;133;135;50;201;0;0;0
;Erwitte;Erwitte;2500;;Regierungsbezirk Arnsberg;57;25.06.1864;1864;44;25;10;9;19;16;14;14;0;0;0
;Gevelsberg;Gevelsberg;850;;Regierungsbezirk Arnsberg;57;4.01.1862;1862;66;37;16;13;29;31;0;35;0;0;0
;Hagen;Hagen;9780;;Regierungsbezirk Arnsberg;57;23.03.1864;1864;169;75;32;62;94;71;15;83;0;0;0
;Halver;Halver;900;;Regierungsbezirk Arnsberg;57;1.04.1861;1861;53;34;7;12;19;27;6;20;0;0;0
;Hamm;Hamm;14085;;Regierungsbezirk Arnsberg;57;26.05.1861;1861;142;94;36;12;48;10;7;125;0;0;0
;Haspe;Haspe;4000;;Regierungsbezirk Arnsberg;57;27.08.1860;1860;110;70;22;18;40;45;8;57;0;0;0
;Haßlinghausen u. Hiddinghausen;Hasslinghausen u. Hiddinghausen;4370;;Regierungsbezirk Arnsberg;57;29.06.1862;1862;90;70;6;14;20;75;11;4;0;0;0
;Hemer;Hemer;1200;;Regierungsbezirk Arnsberg;57;11.08.1862;1862;60;34;7;19;26;19;4;37;0;0;0
;Herdecke;Herdecke;3000;;Regierungsbezirk Arnsberg;57;1.05.1862;1862;50;25;16;9;25;20;4;26;0;0;0
;Herne;Herne;2700;;Regierungsbezirk Arnsberg;57;?;?;30;18;0;12;12;17;0;13;0;0;0
;Hörde;Hoerde;8230;;Regierungsbezirk Arnsberg;57;11.05.1861;1861;150;102;11;37;48;84;22;44;0;0;0
;Iserlohn;Iserlohn;17000;;Regierungsbezirk Arnsberg;57;6.08.1861;1861;175;95;10;70;80;16;26;133;0;0;0
;Iserlohn;Iserlohn;17000;;Regierungsbezirk Arnsberg;57;13.06.1861;1861;75;27;11;37;48;67;1;7;0;0;0
;Laasphe;Laasphe;2700;;Regierungsbezirk Arnsberg;57;31.03.1863;1863;70;40;14;16;30;40;10;20;0;0;0
;Lippstadt;Lippstadt;7400;;Regierungsbezirk Arnsberg;57;1.10.1861;1861;154;83;11;60;71;32;31;91;0;0;0
;Lüdenscheid;Luedenscheid;6214;;Regierungsbezirk Arnsberg;57;1.05.1861;1861;97;29;24;44;68;51;15;31;0;0;0
;Lünen an der Lippe;Luenen an der Lippe;3120;;Regierungsbezirk Arnsberg;57;1.08.1862;1862;71;48;2;21;23;26;6;39;0;0;0
;Neuenrade;Neuenrade;1500;;Regierungsbezirk Arnsberg;57;15.06.1862;1862;23;12;4;7;11;13;1;9;0;0;0
;Niedermaßen;Niedermassen;687;;Regierungsbezirk Arnsberg;57;1.08.1863;1863;20;11;3;6;9;15;0;5;0;0;0
;Olpe;Olpe;2300;;Regierungsbezirk Arnsberg;57;4.08.1864;1864;44;24;3;17;20;8;5;31;0;0;0
;Schwelm;Schwelm;5300;;Regierungsbezirk Arnsberg;57;1.08.1861;1861;127;77;28;22;50;12;9;106;0;0;0
;Siegen;Siegen;8400;;Regierungsbezirk Arnsberg;57;25.08.1862;1862;142;31;50;61;111;85;7;50;0;0;0
;Soest;Soest;11396;;Regierungsbezirk Arnsberg;57;7.04.1862;1862;142;104;18;20;38;43;19;80;0;0;0
;Unna;Unna;7000;;Regierungsbezirk Arnsberg;57;21.08.1861;1861;102;68;20;14;34;42;21;39;0;0;0
;Vörde;Voerde;2500;;Regierungsbezirk Arnsberg;57;10.02.1862;1862;100;70;30;0;30;49;5;46;0;0;0
;Wellinghofen;Wellinghofen;4000;;Regierungsbezirk Arnsberg;57;19.06.1863;1863;66;36;10;20;30;54;3;9;0;0;0
;Wetter an der Ruhr;Wetter an der Ruhr;2050;;Regierungsbezirk Arnsberg;57;19.02.1861;1861;37;19;5;13;18;5;13;19;0;0;0
;Witten;Witten;10100;;Regierungsbezirk Arnsberg;57;31.10.1863;1863;185;111;7;67;74;69;24;92;0;0;0
;Erfurt;Erfurt;36000;;Regierungsbezirk Erfurt;84;8.09.1861;1861;285;125;37;123;160;126;41;118;0;0;0
;Grabe;Grabe;370;;Regierungsbezirk Erfurt;84;1.08.1862;1862;20;5;12;3;15;19;1;0;0;0;0
;Heiligenstadt;Heiligenstadt;4977;;Regierungsbezirk Erfurt;84;12.05.1861;1861;67;24;8;35;43;27;10;30;0;0;0
;Langensalza;Langensalza;8500;;Regierungsbezirk Erfurt;84;26.09.1860;1860;96;12;34;50;84;59;12;25;0;0;0
;Mühlhausen;Muehlhausen;1600;;Regierungsbezirk Erfurt;84;30.06.1849;1849;227;107;64;56;120;111;23;93;0;0;0
;Nordhausen;Nordhausen;17500;;Regierungsbezirk Erfurt;84;7.05.1848;1848;99;59;20;20;40;94;2;3;0;0;0
;Nordhausen;Nordhausen;17500;;Regierungsbezirk Erfurt;84;23.07.1860;1860;80;0;0;80;80;15;16;49;0;0;0
;Nordhausen;Nordhausen;17500;;Regierungsbezirk Erfurt;84;1.01.1864;1864;20;0;3;17;20;14;0;6;0;0;0
;Ranis;Ranis;1560;;Regierungsbezirk Erfurt;84;1.07.1860;1860;48;3;10;35;45;32;10;6;0;0;0
;Schleusingen;Schleusingen;2993;;Regierungsbezirk Erfurt;84;21.09.1860;1860;51;16;7;17;24;30;3;7;11;11;0
;Sömmerda;Soemmerda;5500;;Regierungsbezirk Erfurt;84;15.06.1864;1864;50;0;28;22;50;46;1;3;0;0;0
;Stützerbach;Stuetzerbach;700;;Regierungsbezirk Erfurt;84;13.04.1861;1861;22;0;10;12;22;21;0;1;0;0;0
;Suhl;Suhl;8000;;Regierungsbezirk Erfurt;84;12.08.1861;1861;87;54;21;12;33;74;8;5;0;0;0
;Thamsbrück;Thamsbrueck;1800;;Regierungsbezirk Erfurt;84;2.06.1862;1862;45;5;10;30;40;40;3;2;0;0;0
;Tennstedt;Tennstedt;3000;;Regierungsbezirk Erfurt;84;25.03.1862;1862;33;8;13;12;25;29;3;1;0;0;0
;Baumholder;Baumholder;1800;;Regierungsbezirk Trier;67;24.08.1862;1862;57;30;9;18;27;36;8;13;0;0;0
;Elversberg;Elversberg;1458;;Regierungsbezirk Trier;67;22.08.1863;1863;32;10;2;20;22;28;0;4;0;0;0
;Merzig;Merzig;4000;;Regierungsbezirk Trier;67;15.06.1862;1862;28;8;5;15;20;20;4;4;0;0;0
;Neunkichen;Neunkichen;6000;;Regierungsbezirk Trier;67;14.08.1861;1861;76;68;5;3;8;32;11;33;0;0;0
;Ottweiler;Ottweiler;3817;;Regierungsbezirk Trier;67;24.05.1862;1862;98;44;26;28;54;53;18;27;0;0;0
;St. Johann-Saarbrücken;St. Johann-Saarbruecken;12000;;Regierungsbezirk Trier;67;21.04.1862;1862;50;5;0;45;45;16;14;20;0;0;0
;St. Johann-Saarbrücken;St. Johann-Saarbruecken;12000;;Regierungsbezirk Trier;67;18.06.1860;1860;153;111;30;12;42;50;33;70;0;0;0
;Trier;Trier;21000;;Regierungsbezirk Trier;67;31.05.1861;1861;70;26;13;31;44;35;17;18;0;0;0
;Trier;Trier;21000;;Regierungsbezirk Trier;67;29.11.1862;1862;165;85;27;53;80;91;24;50;0;0;0
;St. Wendel;St. Wendel;3600;;Regierungsbezirk Trier;67;3.08.1861;1861;133;80;10;43;53;103;15;15;0;0;0
